country,unit,variable,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
AGO,%,Share of renewable power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,%,Share of renewable power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
ARG,%,Share of renewable power,34.9891857318633,29.710293540326514,34.389725882627644,38.572447578123366,41.732447033987896,39.635244012089224,32.54642084655608,38.80355692263871,36.0187615482018,26.86688806892486,32.58791679436215,41.040038140264286,43.010125147242604,37.757336976771114,31.320740279994308,33.29021104516057,34.500107638126174,28.498296785037347,26.617205962411383,29.30204972777217,27.642779443455584,25.20345385568392,22.80832198656766,24.990042757237212,24.92580643567609,23.69857639035205,21.36872590434878,23.08176183905922,24.11149394362078,25.048440741447415,25.365252395132735,24.15928572228659
AUS,%,Share of renewable power,9.970222320731624,10.36850285034201,10.299596345736228,10.323704140401796,9.91486548040613,9.407731224800186,9.408694976322261,8.989149616757375,8.488752751026466,8.457536146776576,8.08782496806239,7.697554123653876,8.033125543635835,8.262625225489971,8.450440314104034,8.979734943575993,8.881514192031252,8.34336685516529,7.787761303398242,8.06590025808122,8.826126966784173,11.947717807144363,12.075899304109441,14.235698306360197,13.228230705353337,14.0926583859176,16.163205004332486,15.133101704440174,18.845338869149487,20.781139418621134,24.235710818794928,28.9135364754738
AUT,%,Share of renewable power,66.23556678026615,63.71966173709569,70.95751336636245,72.59107390208325,69.30021795144175,68.9870880577229,64.95788331689833,66.06621930173078,67.7123065080973,69.49180461884427,70.93012871406708,67.6864292239746,67.10121288319058,58.716586975981954,62.02748863222318,61.178959509876094,63.20133408090507,66.70271265586233,66.76467630277364,68.31048166661404,63.272377359889745,62.1359327836277,70.59590803886964,73.79852337527306,76.46857362561221,72.6528902169768,74.58087499943302,71.59914501181403,72.96449802755896,73.6134165283658,76.39032288611396,76.0008523888769
AZE,%,Share of renewable power,7.1613683483068415,7.502505383910105,8.841447987612968,12.734239672458141,10.414888168004097,9.129312367988735,8.996195493122622,10.168686148728915,10.841900527924423,8.285651408450704,8.203208556149733,6.858558701038536,10.801561413828138,11.603871088978671,12.670161883738043,13.157572577824414,10.259544472965814,10.820707648647412,10.313279733850846,12.24495203773385,18.422726422405734,13.185307828006584,7.921489814295223,6.669949473323629,5.628910088685968,7.038351237058281,8.434490580253197,7.77458893379768,7.812613955258193,6.951087144122823,5.081059324821685,5.4515989086046
BEL,%,Share of renewable power,0.7825388096950212,0.7451067615658362,0.8542748355832469,0.7157579693367592,0.8312667119245208,0.8977529297924955,0.7371975978659376,0.745880532264407,0.9124460526790329,1.0057505265399815,1.2426796171975432,1.3467633830696182,1.3866380728411458,1.4084839891291505,1.7479537148395081,2.4199942545245614,3.447913381688216,3.9247033392627952,5.201931002001648,5.9615279223982025,6.822635807833617,9.28285383216446,12.611798018677378,14.049967843425629,16.847404311512946,20.744187914764687,16.65508279064334,18.250144603267515,22.902762377926567,20.800236651509294,26.189799639776705,22.733336302274413
BGD,%,Share of renewable power,11.433005690636316,10.133010882708586,8.949853834045424,6.604388442320226,8.65699100572363,3.4425319267073853,6.440648422520481,6.063417102378141,6.714795839155411,5.764705882352941,4.749223257878384,5.709521619135235,4.013372550910523,3.80410796990803,3.0419406195690484,2.844569458306869,2.5594149908592323,2.449090135286759,2.8277169420582364,1.2045731854806199,1.910806191756404,2.1223668291138527,1.8022276108667954,1.5962483632275295,1.296425903486848,1.7862210432556627,1.5896391060683406,1.7589298776996622,1.4163520123514854,1.2923123195273944,1.2334411102941059,1.164562494487142
BGR,%,Share of renewable power,4.456467573147291,5.973765356566002,5.793316484133671,5.110929810248177,3.849684000734272,5.537342362822752,6.833505009832382,6.434128448940495,7.424899906499485,7.197761974482327,6.531619587528101,3.9506004366812224,5.14070151596804,7.110328638497652,7.613944883592418,9.786994252225853,9.28822284754488,6.746425849366008,6.576814619090969,8.65375663346057,12.406490472209718,7.746520463806918,11.255255762851528,15.820192307692308,15.56026534695167,17.80731494271553,15.695858824568768,13.451682112705818,20.02754618608514,17.087726727202735,18.41670054076539,19.250160008807246
BHR,%,Share of renewable power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,%,Share of renewable power,0.05059960532307848,0.046469601135923584,0.0452187790929645,0.05693907518954718,0.06051533586011403,0.0802632635042941,0.06743088334457181,0.08059254710826266,0.11918951132300357,0.071654849901946,0.1034443124784491,0.1196983601324662,0.10961596613244633,0.10515642017501034,0.10896831565794113,0.11950518394108717,0.11945553424915913,0.1570894467309686,0.20825012837336682,0.3486268705804966,0.3725995987388937,0.43784740552122475,0.5617977528089888,0.7251944753135418,0.6074214814175086,0.7390745501285347,0.9978553556535206,2.0218990788482705,1.6697921750969762,1.9925341771526044,2.6444358278402484,2.6233524072880923
BOL,%,Share of renewable power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRA,%,Share of renewable power,94.50092165646632,94.62628939392468,94.4203001936468,95.25633472668856,95.40556887148425,94.15725039272445,93.5611399999743,92.97818792283425,92.92323180968067,90.03716229517626,89.4928702398642,84.28764073690016,85.73829976921927,87.16352972633204,86.03197424844447,87.12498829211607,86.76739062794296,88.22697825800475,84.357985385885,89.04745335307608,84.80222173213609,87.19498267996929,82.56278419331038,76.82513907155428,73.27920629474194,74.20629801806203,80.46659791339391,79.24689924874508,82.35663101296161,82.29518967696016,84.17240562191289,77.45333657610341
BRN,%,Share of renewable power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAN,%,Share of renewable power,62.347785186419436,61.39350446529232,61.64369050889433,61.68844039060685,60.328489489190694,61.172180197397786,63.36158105524695,62.3608152113179,60.48657277518207,61.29029892493626,60.60744934957613,58.10958448014386,59.97887726585388,58.86237032498176,58.338600191351645,60.06571347063721,59.87908903345639,59.86359338702577,61.29584884774138,62.61093147679067,61.066651042703654,62.150932496023124,63.36939589560499,63.36448767548759,62.88816202566253,64.00882969694149,65.04862154893655,66.29243585202566,66.08210967884204,65.92292600491348,67.14299387862096,67.20800395474214
CHE,%,Share of renewable power,53.979501482490065,56.00607620227977,55.76750115956506,58.93238677954472,59.91987765764863,56.872489088950715,51.23116348528208,55.18649172266912,53.999883534841764,59.41687236744272,55.97006913109773,58.43425372325836,53.933313457251266,53.166887584269794,53.13430969119973,54.26008263876629,50.321475280117745,53.857140921471924,54.296526656505684,54.2492084483701,55.09500622353887,52.47444578461876,57.86446484707872,57.75753259986287,56.50166979418832,62.004841380975364,61.08765037982867,61.054460558816714,56.917087179916734,58.15012979989041,60.03911188010903,63.83318738369348
CHL,%,Share of renewable power,53.8342645939776,70.97457295997596,82.6986577181208,78.98771915212592,74.26599145434405,72.40424947372178,60.444506511643006,62.135492010092506,48.17088322298916,39.14912463526469,49.56867306387516,53.20553683635371,54.90096942252314,49.818599217004525,46.24832960446005,52.74220409215206,54.10987412376992,42.94938986003587,46.709524667053365,47.989334482234476,41.572115811151335,38.57859795204217,38.07482549443106,37.48926855570958,41.80158927754751,43.819450533891946,40.40621838005029,46.17553769508673,50.09807312478676,50.44615174920206,52.1773576563467,51.354554219984564
CHN,%,Share of renewable power,20.41403618834514,18.413997861264853,17.366553111786082,18.75075910398108,18.13729331580082,19.28613463511514,17.534836392338924,17.516708185284667,17.287022755441303,16.105118806907125,16.639045366627325,18.958253157343115,17.617979065114874,15.036152451330098,16.222219196481657,16.173080423875916,15.588574001143165,15.258637996399877,19.025276334759823,17.88586108977667,18.69156366765229,16.81272661960412,20.04132139347692,20.129911032313476,22.24944891298701,23.9683586395768,24.828811200099132,25.241536637359648,25.610914910454497,26.848571412959515,28.087378166513695,28.737517403403928
COD,%,Share of renewable power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COG,%,Share of renewable power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL,%,Share of renewable power,72.60907104253754,69.77226433639609,61.78276297505364,67.74923531459568,72.18858191539105,68.37410910137346,73.97724751155589,64.03747207257763,62.27471515599105,71.49734726602249,66.93764912030994,66.65143718284051,68.53990331762046,70.38114838882427,72.17315877468428,71.17165866322823,73.03806196785861,74.02310880503816,76.13064822884581,66.31269978359609,64.49765331358522,75.34952730309821,72.52939649982379,65.54874877217824,63.976137332039194,62.07870309301774,65.59465340681373,79.12716862028178,75.050582145391,70.6302574841153,67.07633483037719,76.16758747946145
CUB,%,Share of renewable power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYP,%,Share of renewable power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
CZE,%,Share of renewable power,1.8558184143222505,1.7991673275178428,2.3645286964734455,2.700315886009307,3.013371944468103,3.9558236231860238,3.5186827894237203,3.3948419455710708,3.0540582165408896,3.654238545724356,3.0966705686984457,3.440450546035217,3.913134594226437,2.255168419711967,3.0947884045528977,3.6929301295977415,4.163836564095452,3.8552175661582435,4.476317226317226,5.676004863221885,6.853124734429879,8.39901622419216,9.344493837761794,10.796967549494688,10.661988944623118,11.232643607459432,11.278314180108735,11.050940053494122,10.68472039299866,11.523910576891023,12.48342289065493,12.268759297327444
DEU,%,Share of renewable power,3.426441171122023,3.2323748384923237,3.804404479884169,4.0268023478613895,4.354842250030844,4.677536832575476,4.161442020449854,4.386193610996445,4.706245502201117,5.244103461974722,6.557377049180327,6.649831793357329,7.857708992048544,7.665836265773394,9.38525069870366,10.188671420383507,11.345317484441996,13.959456372467937,14.726137496215324,16.12460521999322,16.66207518747175,20.30107160007397,22.802017305938577,23.829691966567093,25.737277726989245,28.980132394576525,29.03906894890641,32.97671301030113,34.68972309415555,39.59036087799932,43.60859625203503,40.4943704872421
DNK,%,Share of renewable power,3.2655573456855285,3.0664605027298477,4.763875973804529,5.268626846631264,4.336186314036612,5.0580637862916475,3.8795038508174096,6.610874944287856,9.54923666325359,11.25359159724035,15.45737755184853,15.496862560001667,17.282800258953237,17.490145205434246,23.546587690112595,27.07655917067107,20.182147054365352,26.216037597438895,27.57470202786671,27.65852081141751,31.984723464348363,40.25409930231516,48.32686072411584,45.960688162227385,55.90288836030706,65.51390315375204,60.224979345414944,70.2647534949904,68.35614662925539,78.17394486222126,81.61797842591952,78.04826290044964
DZA,%,Share of renewable power,0.8383010432190761,1.689247621793024,1.0882642458711582,1.8182754713093643,0.8348840718201479,0.9789500380421,0.6536264161905685,0.34888589105456574,0.9242541483965265,0.8199701094639901,0.2124980324256257,0.25915492957746483,0.20616319444444445,0.8974532646979139,0.8032257032225031,1.6373286156567892,0.6177080080619979,0.6057357276869472,0.7033327534358922,0.7932826127296344,0.39816333224007866,0.7463517918378114,0.7242939770371274,0.21305727166471863,0.3953861241263367,0.32268379894764376,0.4733327534966266,0.7616717313232568,0.9522194539738857,0.9530584959583942,0.937776750261827,0.8115954413925544
ECU,%,Share of renewable power,78.54468145254607,72.77873923869443,69.11564801873389,78.39560104462035,80.614931226214,61.22669552777753,65.53655990970991,63.06055905965068,59.74182562042872,69.62206925454015,71.71990661087534,63.98895810898823,63.29521901606665,62.188939523778764,58.919598540124966,52.11501256074056,48.12871227767377,53.39777626020322,61.82309513005796,51.7127746285266,45.491871560577444,55.56178065515008,54.870552404695786,48.988896810167525,49.17713852179486,52.55793573193864,60.21247405072193,73.59328731836973,71.53081871316624,77.21049462399692,79.74496919641871,81.00263049385723
EGY,%,Share of renewable power,23.724450271139975,22.91339310472317,21.784070953831108,21.594240109549176,22.096807415036047,22.09586985706389,21.437371663244353,20.729430825584675,19.94250127683411,20.466145853142756,19.447482917115618,18.080718599969025,16.475717797671503,14.347003086135174,13.573776779318475,12.534966769621628,11.99215000932926,12.414708633137469,12.444299429946454,11.031652065941218,9.962384616014246,9.848296054094567,9.130875337824454,8.989564544074993,8.616660672607884,8.590162980830938,8.410495044312103,8.022373487670336,8.201128415728263,10.245254763543425,12.380204743328967,11.969388659087436
ESP,%,Share of renewable power,17.098472880463405,17.873258150028562,12.352726218828364,15.995739741578335,17.920518016904747,14.608133584702395,23.651642562753292,19.431080484884138,18.904353795163136,13.119630032957385,15.952100930182828,20.94575988273323,14.238068606279317,21.61417881538928,18.128832493473375,14.19424164419523,17.39165280811076,19.081009139425408,19.859573301716612,24.878385131990786,32.153520589002994,29.55303041311505,29.22463248678865,38.89408327335892,39.55839796584557,34.54831628561425,38.089765890278166,31.871396770291092,37.948182899013304,36.007554795942475,43.19152003909553,46.05878160726755
EST,%,Share of renewable power,0.0,0.0,0.0,0.0,0.0,0.06902105142068332,0.05492694716027684,0.08678672163159037,0.14082854125102687,0.19358741681790684,0.2114413250323035,0.21216407355021216,0.40342441655916506,0.44394133280834713,0.5881211180124224,1.067123958843704,1.318466755729113,1.2223133716160788,1.8807296096777244,6.162870159453304,8.069268744214748,9.161560536725355,12.34478148240996,9.215819209039548,11.038084525148642,14.658730920610541,12.519942481511915,13.689148936170215,15.713377547719181,27.29481286933683,46.63664573155376,46.48142309528208
FIN,%,Share of renewable power,29.510039754235546,31.38714376338556,34.806934071051046,31.87291040983385,27.85176071996308,30.32988635922857,25.651838172976966,28.668314739393097,34.47551586149959,30.381387867083276,33.01300623747065,28.648745105414275,26.17388323639853,22.346489803461267,29.563231864963562,32.770545937644386,27.025931710607786,29.691092752090913,35.64913780593355,29.945363882514602,29.79675946687479,32.662586621095755,40.34713072660107,35.747166525315386,38.399888603570474,44.00498754135,43.529808988260896,45.985639734448945,45.13365007518559,45.747676767887654,50.73327728431286,52.08716199765052
FRA,%,Share of renewable power,13.257074023828821,13.105879554389698,15.333476606584004,14.146836238938706,16.976937538270548,15.265774489453218,13.338010763579133,13.165111872734117,12.668223366635633,14.341504648102148,12.853358480537233,14.146455886929038,11.484571256600319,11.12412493516666,11.138403004595387,9.777506719762803,10.843845476099771,11.567515199168785,12.865886387876168,12.997423204593078,13.735705879253105,11.398709700257529,14.907099957730404,17.28455698346824,16.69805700664806,16.09547103687984,17.804049406902323,16.776705026794488,19.758004467855656,20.100457470214785,23.776226789223674,22.063481193293768
GAB,%,Share of renewable power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,%,Share of renewable power,1.7895846299638145,1.6206271777003487,1.9676491934102285,1.7697507288719974,2.1373538544454584,1.9813646924937172,1.6212866983785879,2.0455132647212317,2.3845576270812594,2.611889489367135,2.629379046276801,2.481335076960815,2.87403238469089,2.6851219203018806,3.5923562672873603,4.253728270413666,4.5603103288937765,4.961728085272661,5.632217187442952,6.700346953419362,6.852248479427433,9.568998762422833,11.335809217064769,14.852422137480561,19.08405204644941,24.600146957821302,24.472941114297,29.242341831821584,33.05904647756099,36.9180360777144,43.142639649226275,39.329697247439945
GNQ,%,Share of renewable power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRC,%,Share of renewable power,5.059566322886609,8.658866891910758,5.912857524726009,6.06834045213043,6.491396499519977,8.577410892637962,10.301478017717413,9.008159981611309,8.180621209177836,9.582829504232166,7.696450792117823,5.459556085207805,6.550322297099326,10.075583980300284,9.970343409833855,10.673108963678773,12.632219645001562,7.23510142371173,9.019749329401245,13.33822211358266,18.333565653749652,13.700450905175316,16.65217605275677,25.106732922732363,24.125292229662797,28.627057870995102,27.357760723289744,24.97198417640879,30.31840899795232,33.05742190426515,36.294524789954316,38.79527455571421
HRV,%,Share of renewable power,43.495656149977144,65.7756403086903,48.92159065378567,47.77289836888331,62.01983358030321,61.319534282018104,70.46451266445897,57.133099141295865,52.582446344442516,56.46814084290007,57.21124013828561,56.06214380513702,45.81114938928907,41.186236039843045,54.56040028591851,53.63926454946056,50.94657775733885,37.31214100243922,45.31843922116205,55.652296276477145,62.39441997047377,46.505024742811926,48.926080892608084,66.00693110589239,73.31415080419063,65.85986143997194,65.24180967238689,59.37914632619853,71.75407322637675,65.41225519776181,63.88052565127415,68.93441400154843
HUN,%,Share of renewable power,0.6857504571669715,0.7275639955945666,0.643837778128452,0.6228163451313992,0.6146501566462779,0.6437768240343348,0.7324023938444,0.7599514083114389,0.578112395805324,0.6502431803764008,0.6905174618510413,0.7057531237127558,0.6554747351826756,0.9840386586615903,2.7767888928444284,5.229891486743483,4.1635293789564685,4.712212212212212,5.888819487820114,8.062270246184694,8.062401327232346,7.51825425469891,7.643080698715174,9.202828943025022,10.715029078665445,10.63570487483531,10.21252586044762,10.578763481695276,11.747279134312533,13.67705812020647,15.828800458058975,19.186320653606334
IDN,%,Share of renewable power,23.010492010803656,22.204845177353903,26.638682267431392,25.14151633585956,20.873459178434615,19.411616996359786,18.970044044482073,12.157131132073069,17.79830182034251,17.05412001314264,15.95304222599393,17.40098722587169,14.948048731805041,13.632082736595756,13.599266254184334,13.593517757806472,12.243239060567863,12.864987908679677,13.293412039652416,13.21079863533295,15.822642635822548,11.992913700798168,11.224610305253856,12.26054699656633,11.12630556278088,10.371604257729592,12.079277889687631,12.571182170044937,17.043642624895703,16.2615999605753,18.127497323184457,18.167391526832798
IND,%,Share of renewable power,23.097130267348348,23.131565180419965,20.841737505686684,19.62561496898768,20.822306700670772,18.022326751199415,15.951550131236425,15.386590472754941,17.0291005992756,15.599826134625369,14.0473168973135,12.99934598131851,11.93846778503948,11.69499240565194,15.637093297198962,15.253782377863798,17.13384393765287,17.80285035070132,16.768462995419185,15.269400985384626,15.212091697579607,16.791005407992028,15.134478989313473,16.39429407738406,16.006417076425144,15.370095074956774,14.853468365480285,15.965377518814067,16.693336801859882,18.689340388944363,20.19805574235722,19.372233782862835
IRL,%,Share of renewable power,4.8066944583993365,4.928736827899624,5.1378655067894226,4.761354934865006,5.495080069081859,4.085832631296836,3.9826158360145656,4.053916613858801,5.530873952404421,5.106077907339696,4.941395226480386,4.114813028157256,5.480594838434143,4.5091831954496255,5.4463588497179956,7.211019280993773,8.99878550269557,9.726929602143379,11.855269931777773,14.493950595295008,13.001447794539597,19.740828056817286,19.031166659405255,21.507429634411263,24.267287791709098,27.681952507457257,24.712246038529816,28.758066825992902,32.76904862712898,38.10884665459341,41.758366820758525,36.49805454731733
IRN,%,Share of renewable power,12.802011967739139,8.926353997516477,13.700913989699009,14.103044747342203,8.513159843958322,9.86686899102581,9.821707154000446,6.1258158646360705,7.313571323924403,4.703509919337258,3.198629218755237,3.2567416126580095,5.818267317778984,6.340861881367667,7.360326871678289,8.199201477323424,9.63366592565786,8.91050602812963,3.6269479285442796,3.133895684085714,4.426279589784497,4.634658811144879,5.148941131068196,5.741891119249611,5.351887326396447,4.785503750383603,5.453497027709922,5.787132492692454,3.4686268608932287,11.009661476707905,7.406978038010907,4.6659106582373715
IRQ,%,Share of renewable power,16.389647997837958,16.057544104119412,23.818043945857465,22.745762559200802,23.432074351225875,26.868919713269655,24.977062382237587,24.75581280040946,23.174026824625187,14.396940108680607,11.75545779905179,11.66596558561492,12.875138286524992,17.875566079325207,18.731621589854477,17.26630241441865,16.31441184615976,14.116460747063117,8.304854198489867,6.853913474624712,8.668637881255407,8.051592678737778,9.204699204008367,7.4949408974651295,4.064049202542068,3.45634601456238,3.9720298136691436,2.386767120884762,2.1889831740511907,5.037067682565734,3.2779378239289745,3.0100396416003665
ISL,%,Share of renewable power,99.76128939703088,99.8984682788509,99.8930802922281,99.87287324263463,99.89312266002844,99.78912175329798,99.8789289615049,99.90772352346775,99.90164911254533,99.90988292296701,99.93834239507365,99.9550520700839,99.89928161623443,99.9244859609157,99.93255113442709,99.92169150114646,99.96727487787162,99.98871844983107,99.98553856638637,99.9825830887437,99.99009993694062,99.98777691186208,99.9836251353016,99.98466084228765,99.98653642878574,99.9791251360152,99.98553543322411,99.98916050936035,99.9905440895567,99.98634242127036,99.98396566305425,99.98652749870158
ISR,%,Share of renewable power,0.014355715488859963,0.027888686954137053,0.11747454043149616,0.10000115385946762,0.08122702246456913,0.08213687288497552,0.07368879991648603,0.07120275697074992,0.06583035780116073,0.08412465744694411,0.0721643484839667,0.04562231113503748,0.0704412926857724,0.09139679813635551,0.08046031552822197,0.07826076486854198,0.04825211537273794,0.043551556877425956,0.05731531483123326,0.1790002025052796,0.29066785213555385,0.507788051629055,0.7686749092757145,0.930264395222209,1.559588001363111,2.048166738431262,2.6911880625197617,2.692304852203835,2.9112756160633455,4.567870520103385,6.040819036894289,7.706943555003491
